status,url,slug_brand,slug_country,page_brand,page_country,title,h1,notes
SKIP,https://saigonhoreca.vn/san-pham/tu-mat-dung-4-cua-fvr1580-fujimak-japan/,,japan,,,,,no brand token in slug
OK,https://saigonhoreca.vn/san-pham/tu-mat-dung-4-cua-hr-148ma-s-hoshizaki/,hoshizaki,,hoshizaki,,Tủ Mát Đứng 4 Cửa HR-148MA-S - Hoshizaki,Tủ Mát Đứng 4 Cửa HR-148MA-S &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/tu-mat-dung-4-cua-loai-d650-cua-kinh-hr-126ma-sg-hoshizaki/,hoshizaki,,hoshizaki,,Tủ Mát Đứng 4 Cửa Loại D650 - Cửa Kính HR-126MA-SG - Hoshizaki,Tủ Mát Đứng 4 Cửa Loại D650 &#8211; Cửa Kính HR-126MA-SG &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/tu-mat-dung-4-cua-loai-d650-cua-kinh-hr-146ma-sg-hoshizaki/,hoshizaki,,hoshizaki,,Tủ Mát Đứng 4 Cửa Loại D650 - Cửa Kính HR-146MA-SG - Hoshizaki,Tủ Mát Đứng 4 Cửa Loại D650 &#8211; Cửa Kính HR-146MA-SG &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/tu-mat-dung-4-cua-loai-d650-hr-126ma-s-hoshizaki/,hoshizaki,,hoshizaki,,Tủ Mát Đứng 4 Cửa Loại D650 HR-126MA-S - Hoshizaki,Tủ Mát Đứng 4 Cửa Loại D650 HR-126MA-S &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/tu-mat-dung-4-cua-loai-d650-hr-146ma-s-hoshizaki/,hoshizaki,,hoshizaki,,Tủ Mát Đứng 4 Cửa Loại D650 HR-146MA-S - Hoshizaki,Tủ Mát Đứng 4 Cửa Loại D650 HR-146MA-S &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/tu-mat-dung-6-cua-cua-kinh-hr-188ma-sg-hoshizaki/,hoshizaki,,hoshizaki,,Tủ Mát Đứng 6 Cửa - Cửa Kính HR-188MA-SG - Hoshizaki,Tủ Mát Đứng 6 Cửa &#8211; Cửa Kính HR-188MA-SG &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/tu-mat-trung-bay-banh-ptw12ss-hoshizaki/,hoshizaki,,hoshizaki,,Tủ Mát Trưng Bày Bánh PTW12SS - Hoshizaki,Tủ Mát Trưng Bày Bánh PTW12SS &#8211; Hoshizaki,
SKIP,https://saigonhoreca.vn/san-pham/tu-trung-bay-banh-ccs12sb13-2fb-berjaya-malaysia/,,,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/tu-trung-bay-banh-ccs12sb13-3fb-berjaya-malaysia/,,,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/tu-trung-bay-banh-rcs09sb13-2fb-berjaya-malaysia/,,,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/tu-trung-bay-banh-rcs12sb13-3fb-berjaya-malaysia/,,,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/tu-trung-bay-banh-rcs18sb13-2fb-berjaya-malaysia/,,,,,,,no brand token in slug
OK,https://saigonhoreca.vn/san-pham/tu-trung-bay-ruou-rbwh135-vn-hoshizaki/,hoshizaki,,hoshizaki,,Tủ Trưng Bày Rượu RBWH135-VN - Hoshizaki,Tủ Trưng Bày Rượu RBWH135-VN &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/tu-trung-bay-ruou-rbwh95-vn-hoshizaki/,hoshizaki,,hoshizaki,,Tủ Trưng Bày Rượu RBWH95-VN - Hoshizaki,Tủ Trưng Bày Rượu RBWH95-VN &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/tu-trung-bay-sushi-hnc-120be-l-b-hoshizaki/,hoshizaki,,hoshizaki,,Tủ Trưng Bày Sushi HNC-120BE-L-B - Hoshizaki,Tủ Trưng Bày Sushi HNC-120BE-L-B &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/tu-trung-bay-sushi-hnc-120be-r-b-hoshizaki/,hoshizaki,,hoshizaki,,Tủ Trưng Bày Sushi HNC-120BE-R-B - Hoshizaki,Tủ Trưng Bày Sushi HNC-120BE-R-B &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/tu-trung-bay-sushi-hnc-150be-l-b-hoshizaki/,hoshizaki,,hoshizaki,,Tủ Trưng Bày Sushi HNC-150BE-L-B - Hoshizaki,Tủ Trưng Bày Sushi HNC-150BE-L-B &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/tu-trung-bay-sushi-hnc-150be-r-b-hoshizaki/,hoshizaki,,hoshizaki,,Tủ Trưng Bày Sushi HNC-150BE-R-B - Hoshizaki,Tủ Trưng Bày Sushi HNC-150BE-R-B &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/tu-trung-bay-sushi-hnc-180be-l-b-hoshizaki/,hoshizaki,,hoshizaki,,Tủ Trưng Bày Sushi HNC-180BE-L-B - Hoshizaki,Tủ Trưng Bày Sushi HNC-180BE-L-B &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/tu-trung-bay-sushi-hnc-180be-r-b-hoshizaki/,hoshizaki,,hoshizaki,,Tủ Trưng Bày Sushi HNC-180BE-R-B - Hoshizaki,Tủ Trưng Bày Sushi HNC-180BE-R-B &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/tu-trung-bay-sushi-hnc-210be-l-b-hoshizaki/,hoshizaki,,hoshizaki,,Tủ Trưng Bày Sushi HNC-210BE-L-B - Hoshizaki,Tủ Trưng Bày Sushi HNC-210BE-L-B &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/tu-trung-bay-sushi-hnc-210be-r-b-hoshizaki/,hoshizaki,,hoshizaki,,Tủ Trưng Bày Sushi HNC-210BE-R-B - Hoshizaki,Tủ Trưng Bày Sushi HNC-210BE-R-B &#8211; Hoshizaki,
SKIP,https://saigonhoreca.vn/san-pham/voi-phun-trang-98007-1-toprinse-p-r-c/,,,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/voi-phun-trang-98007-2-toprinse-p-r-c/,,,,,,,no brand token in slug
